,Cycle,EventType,InitiationDT,SEP Reference Time,InitiationEvent,Case,Flare Xray Start Time Deprecated,Flare Xray Peak Time Deprecated,Flare Xray End Time Deprecated,Flare Class Deprecated,Flare Magnitude Deprecated,Flare Integrated Flux Deprecated,Flare Duration Deprecated,Flare Xray Time To Peak Deprecated,Flare Xray Start Time,Flare Xray Peak Time,Flare Xray End Time,Flare Class,Flare Magnitude,Flare Integrated Flux,Flare Duration,Flare Xray Time To Peak,Flare Catalog ID,Flare Opt,Active Region,AR Area,AR Spot Class,AR Mag Class,AR Carrington,Event Location From Center,Event Latitude,Event Longitude,Event Location Source,Event Location from Center 2,Event Latitude 2,Event Longitude 2,Event Location Source 2,Radio Rbr245Max,Radio Rbr2695Max,Radio Rbr8800,Radio TyIII_Imp,Radio m_TyII Start Time,Radio m_TyII End Time,Radio TyII Imp,Radio TyII Speed,Radio m_TyII Start Frequency,Radio m_TyII End Frequency,Radio Station,Radio DH Start Time,Radio DH End Time,Radio DH Start Frequency,Radio DH End Frequency,Radio DH Note,Radio TyIV Start Time,Radio TyIV End Time,Radio TyIV Imp,Radio TyIV Duration,CDAW CME First Look Time,CDAW CME Speed,CDAW CME Width,CDAW CME Mean Position Angle,DONKI CME Start Time,DONKI CME Speed,DONKI CME Half Width,DONKI CME Lat,DONKI CME Lon,DONKI CME Time at 21.5,DONKI CME Feature,DONKI CME Measurement Technique,DONKI CME Catalog ID,CME Transit Time,Proton Max Energy,P10_FluxStart,P10_StartDT,P10_OnsetMax_DT,P10_OnsetMax,ESP_CME,P10_PeakDT,P10_PeakVal,P10_EndDT,P10_TimeToOnset(h),P10_TimeToOnsetPeak(h),P10_TimeToPeak(h),P10_Dur(h),EventTermination,P50_FluxStart,P50_StartDT,P50_OnsetPeakDT,P50_Onset MaxVal,P50_PeakDT,P50_PeakVal,P50_EndDT,P50_TranTime(h),P50_PeakRise(h),P50_Dur(h),P100_FluxStart,P100_StartDT,Onset_P100_PkDT,Onset_P100_PkVal,Event_P100_PkDT,Event_P100_PkVal,P100_EndDT,P100_TranTime(h),P100_PeakRise(h),P100_Dur(h),GLE Event Number,ESP Flare Xray Start Time Deprecated,ESP Flare Xray Peak Time Deprecated,ESP Flare Xray End Time Deprecated,ESP Flare Class Deprecated,ESP Flare Opt,ESP Flare Integrated Flux Deprecated,ESP Flare Duration Deprecated,ESP Flare Xray Time to Peak Deprecated,ESP Active Region,ESP AR Area,ESP AR Spot Class,ESP AR Mag Class,ESP AR Carrington,ESP Event Location From Center,ESP Event Latitude,ESP Event Longitude,ESP Event Location Source,ESP Radio m_TyII Start Time,ESP Radio m_TyII End Time,ESP Radio Station,ESP Radio TyII Imp,ESP Radio TyII Speed,ESP CDAW CME First Look Time,ESP CDAW CME LASCO Speed,ESP DONKI CME Speed,ESP CME Transit Time,ACE CME passage,ACE Bz,Sudden Imp Time,Sudden Imp Amplitude,DST,GOES Xray Satellite,GOES Protons Satellite,PRF,Comments
101,23.0,SPE,2005-08-22 17:27:00,2005-08-22 19:20:00,FL-PK,AR,2005-08-22 16:46:00,2005-08-22 17:27:00,2005-08-22 18:02:00,M5.6,5.6e-05,0.17,76.0,41.0,2005-08-22 16:45:00,2005-08-22 17:27:00,2005-08-22 18:02:00,M8.1,8.115128002827987e-05,0.2415614128112793,77.0,42.0,200508221645,1N,10798,560.0,Dkc,BG,224.0,60.7,-12.0,60.0,HOL,64.7,-13.0,64.0,LMSAL,7500.0,2800.0,3400.0,,,,,,,,,2005-08-22 17:15:00,2005-08-23 13:00:00,12000.0,40.0,Chaotic,2005-08-22 16:54:00,2005-08-22 21:45:00,3.0,291.0,2005-08-22 17:30:00,2378.0,Halo,227.0,,,,,,,,,,3,60,2005-08-22 19:20:00,2005-08-22 20:40:00,2005-08-23 10:45:00,337.0,,2005-08-23 10:45:00,337.0,2005-08-25 00:40:00,3.22,14.08,14.08,52.0,,,,2005-08-23 02:15:00,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,11.0,1565,
102,23.0,ESPE,2005-09-07 17:40:00,2005-09-07 20:10:00,FL-PK,AR/ESP,2005-09-07 17:17:00,2005-09-07 17:40:00,2005-09-07 18:03:00,X17.0,0.0017,2.6,46.0,23.0,2005-09-07 17:14:00,2005-09-07 17:40:00,2005-09-07 18:03:00,X24.4,0.0024424358271062374,3.7132132053375244,49.0,26.0,200509071714,3B,10808,,,,232.0,89.0,-6.0,-89.0,HOL,89.0,-3.0,-89.0,LMSAL,3200.0,27000.0,23000.0,,2005-09-07 17:42:00,2005-09-07 17:50:00,3.0,1860.0,180.0,25.0,PAL,2005-09-07 18:05:00,2005-09-08 00:00:00,12000.0,200.0,Intense  very complex,2005-09-07 17:50:00,2005-09-07 18:46:00,2.0,56.0,,,,,,,,,,,,,,,-89,2005-09-07 20:10:00,2005-09-08 02:15:00,2005-09-08 15:15:00,45.0,RELAT,2005-09-11 04:25:00,1880.0,2005-09-13 15:45:00,8.58,13.0,74.17,133.5,,,,,,,,,,,,,2005-09-08 04:05:00,2005-09-09 19:40:00,7.9,,,2005-09-11 05:45:00,10.42,39.58,73.67,,2005-09-07 17:17:00,2005-09-07 17:40:00,2005-09-07 18:03:00,X17.0,3B,2.6,46.0,23.0,10808.0,,,,232.0,89,-6.0,-89.0,RELAT,2005-09-07 17:42:00,2005-09-07 17:50:00,PAL,3.0,1860.0,,,,79.58,2005-09-11 01:00:00,,2005-09-11 01:15:00,49.0,-139,12.0,11.0,1567,Missing CME imagery. ESP
103,23.0,SPE,2005-09-13 19:27:00,2005-09-13 23:00:00,FL-PK,AR/ESP,2005-09-13 19:19:00,2005-09-13 19:27:00,2005-09-13 20:57:00,X1.5,0.00015,0.55,98.0,8.0,2005-09-13 19:17:00,2005-09-13 19:27:00,2005-09-13 19:32:00,X2.1,0.0002145928592653945,0.09763037413358688,15.0,10.0,200509131917,2B,10808,840.0,Fkc,BGD,229.0,13.4,-9.0,-10.0,HOL,,,,,700.0,6000.0,24000.0,2.0,,,,,,,,2005-09-13 20:20:00,2005-09-15 06:00:00,1100.0,35.0,Very fast,,,,,2005-09-13 20:00:00,1866.0,Halo,149.0,,,,,,,,,,33,-10,2005-09-13 23:00:00,2005-09-14 00:40:00,2005-09-14 15:20:00,183.0,RELAT,2005-09-15 09:05:00,235.0,2005-09-16 00:25:00,5.22,14.67,32.42,47.75,,,,,,,,,,,,,,,,,,,,,,,2005-09-13 19:19:00,2005-09-13 19:27:00,2005-09-13 20:57:00,X1.5,2B,0.55,98.0,8.0,10808.0,840.0,Fkc,BGD,229.0,13.4,-9.0,-10.0,RELAT,,,,,,2005-09-13 20:00:00,1866.0,,37.67,2005-09-15 08:30:00,-15.0,2005-09-15 09:07:00,29.0,-80,12.0,11.0,1568,Very weak ESP
104,23.0,SPE,2006-12-05 10:35:00,2006-12-05 16:45:00,FL-PK,AR,2006-12-05 10:18:00,2006-12-05 10:35:00,2006-12-05 10:45:00,X9.0,0.0009,0.71,27.0,17.0,2006-12-05 10:12:00,2006-12-05 10:35:00,2006-12-05 10:44:00,X12.9,0.001294746296480298,1.0173730850219727,32.0,23.0,200612051012,2N,10930,,,,9.0,79.1,-7.0,-79.0,SVI,59.2,-6.0,-59.0,LMSAL,210000.0,12000.0,6800.0,2.0,2006-12-05 10:34:00,2006-12-05 10:39:00,3.0,836.0,73.0,38.0,SVI,2006-12-05 10:50:00,2006-12-05 20:00:00,14000.0,250.0,Multiple bands,2006-12-05 10:34:00,2006-12-05 10:54:00,2.0,20.0,,,,,,,,,,,,,,,-79,2006-12-05 16:45:00,2006-12-06 15:55:00,2006-12-07 01:00:00,43.0,,2006-12-07 01:00:00,42.8,2006-12-07 01:00:00,29.33,9.08,9.08,9.08,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,11.0,1632,Missing CME imagery. LASCO outage. Included in Cane and Dierckxsen papers. This event in progress when next one starts.
105,23.0,ESPE,2006-12-06 18:47:00,2006-12-07 01:00:00,FL-PK,AR,2006-12-06 18:29:00,2006-12-06 18:47:00,2006-12-06 19:00:00,X6.5,0.00065,0.48,31.0,18.0,2006-12-06 18:41:00,2006-12-06 18:47:00,2006-12-06 18:54:00,X9.3,0.0009398742113262415,0.5332385897636414,13.0,6.0,200612061841,3B,10930,390.0,Dko,B,9.0,63.2,-6.0,-63.0,HOL,57.1,-5.0,-57.0,LMSAL,30000.0,5800.0,13000.0,3.0,2006-12-06 18:42:00,2006-12-06 18:59:00,3.0,827.0,180.0,25.0,PAL,2006-12-06 19:00:00,2006-12-09 00:00:00,16000.0,30.0,Very complex and fast,2006-12-06 18:44:00,2006-12-06 19:02:00,3.0,18.0,2006-12-06 20:12:00,,Halo,135.0,,,,,,,,,,85,-63,2006-12-07 01:00:00,2006-12-07 01:00:00,2006-12-07 18:40:00,1980.0,RELAT,2006-12-07 18:40:00,1980.0,2006-12-12 10:40:00,6.22,17.67,17.67,129.67,,,,,,,,,,,,,2006-12-07 01:15:00,2006-12-07 16:10:00,19.0,,,2006-12-08 06:50:00,6.47,14.92,29.58,,,,,,,,,,,,,,,,,,RELAT,,,,,,,,,,,,,,,12.0,11.0,1632,In Cane and Dierkxensens listsCDAW Scores these two differently
106,23.0,ESPE,2006-12-13 02:40:00,2006-12-13 02:55:00,FL-PK,AR,2006-12-13 02:14:00,2006-12-13 02:40:00,2006-12-13 02:57:00,X3.4,0.00034,0.51,43.0,26.0,2006-12-13 02:10:00,2006-12-13 02:40:00,2006-12-13 02:57:00,X4.8,0.0004876775201410055,0.7451220750808716,47.0,30.0,200612130210,4B,10930,680.0,Dki,BGD,10.0,24.7,-6.0,24.0,LEA,23.0,-7.0,22.0,LMSAL,100000.0,44000.0,6700.0,3.0,2006-12-13 02:26:00,2006-12-13 02:44:00,3.0,1534.0,180.0,25.0,LEA,2006-12-13 02:45:00,2006-12-13 10:40:00,12000.0,150.0,Fast F-H w. IV,2006-12-13 02:47:00,2006-12-14 00:00:00,2.0,1273.0,2006-12-13 02:54:00,1774.0,Halo,193.0,,,,,,,,,,14,24,2006-12-13 02:55:00,2006-12-13 03:10:00,2006-12-13 09:25:00,698.0,,2006-12-13 09:25:00,698.0,2006-12-14 22:25:00,0.5,6.25,6.25,43.25,,,,,,,,,,,,,2006-12-13 03:00:00,2006-12-13 05:25:00,88.7,,,2006-12-14 11:50:00,0.33,2.42,32.83,GLE 70,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-12-14 13:56:00,,2006-12-14 14:16:00,26.0,,12.0,11.0,1633,
107,23.0,ESPE,2006-12-14 22:15:00,2006-12-14 22:55:00,FL-PK,AR,2006-12-14 21:07:00,2006-12-14 22:15:00,2006-12-14 22:26:00,X1.5,0.00015,0.12,79.0,68.0,2006-12-14 21:38:00,2006-12-14 22:15:00,2006-12-14 22:26:00,X2.1,0.00021764064149465412,0.18090486526489258,48.0,37.0,200612142138,SF,10930,670.0,Dki,BGD,9.0,31.4,-6.0,46.0,LEA,46.3,-6.0,46.0,LMSAL,99.0,620.0,1600.0,,2006-12-14 22:09:00,2006-12-14 22:13:00,2.0,1277.0,180.0,25.0,LEA,2006-12-14 22:30:00,2006-12-14 23:40:00,14000.0,1500.0,Type II and IV,2006-12-14 22:08:00,2006-12-14 23:10:00,1.0,62.0,2006-12-14 22:30:00,1041.0,Halo,248.0,,,,,,,,,,15,46,2006-12-14 22:55:00,2006-12-14 22:55:00,2006-12-15 00:15:00,215.0,,2006-12-15 00:15:00,215.0,2006-12-15 16:20:00,0.67,1.33,1.33,17.42,,,,,,,,,,,,,2006-12-14 22:55:00,2006-12-15 00:15:00,2.3,,,2006-12-15 03:25:00,0.67,1.33,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,11.0,1633,
108,24.0,SPE,2010-08-14 10:05:00,2010-08-14 11:05:00,FL-PK,AR,2010-08-14 09:38:00,2010-08-14 10:05:00,2010-08-14 10:31:00,C4.4,4.4e-06,0.01,53.0,27.0,2010-08-14 09:22:00,2010-08-14 10:05:00,2010-08-14 10:32:00,C6.3,6.304036105575506e-06,0.01473278272897005,70.0,43.0,201008140922,SF,11099,10.0,CRO,B,346.0,53.9,17.0,52.0,SVI,,,,,,,,,2010-08-14 09:52:00,2010-08-14 10:09:00,1.0,406.0,180.0,25.0,SVI,,,,,,,,,,2010-08-14 10:12:00,1205.0,Halo,224.0,2010-08-14 10:12:00,950.0,40.0,11.0,58.0,2010-08-14 14:00:00,null,null,2010-08-14T10:12:00-CME-001,7,52,2010-08-14 11:05:00,2010-08-14 12:30:00,2010-08-14 12:45:00,14.0,,2010-08-14 12:45:00,14.2,2010-08-14 14:10:00,2.42,0.25,0.25,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,13.0,1824,
109,24.0,SPE,2011-03-07 20:12:00,2011-03-07 21:45:00,FL-PK,AR,2011-03-07 19:43:00,2011-03-07 20:12:00,2011-03-07 20:58:00,M3.7,3.7e-05,0.12,75.0,29.0,2011-03-07 19:39:00,2011-03-07 20:12:00,2011-03-07 20:58:00,M5.3,5.3209540055831894e-05,0.16771329939365387,79.0,33.0,201103071939,,11164,760.0,Ekc,BGD,164.0,58.9,31.0,53.0,CDAW,54.6,30.0,48.0,LMSAL,5400.0,23000.0,130.0,1.0,2011-03-07 19:54:00,2011-03-07 20:15:00,3.0,1133.0,180.0,25.0,SAG,2011-03-07 20:00:00,2011-03-08 08:30:00,16000.0,200.0,F-H  Ahead (W88) and Wind,,,,,2011-03-07 20:00:00,2125.0,Halo,313.0,2011-03-07 20:12:00,1980.0,45.0,17.0,50.0,2011-03-07 21:40:00,null,null,2011-03-07T20:12:00-CME-001,-12,53,2011-03-07 21:45:00,2011-03-08 01:05:00,2011-03-08 08:00:00,50.0,,2011-03-08 08:00:00,50.0,2011-03-10 12:10:00,4.88,6.92,6.92,59.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-03-10 06:00:00,-9.0,,,Range of -42 to -83,15.0,13.0,1854,Est location N24W57
110,24.0,SPE,2011-03-21 02:34:00,2011-03-21 04:10:00,CME,Farside,,,,,,,,,,,,,,,,,,,11169,,,,63.0,,16.0,130.0,EST,,16.0,129.0,CDAW,,,,1.0,,,,,,,,2011-03-21 02:30:00,2011-03-21 04:30:00,16000.0,900.0,F-H  Ahead (W88) only,,,,,2011-03-21 02:24:00,1341.0,Halo,274.0,2011-03-21 02:54:00,1000.0,70.0,20.0,130.0,2011-03-21 06:20:00,null,null,2011-03-21T02:54:00-CME-001,0,130,2011-03-21 04:10:00,2011-03-21 19:50:00,2011-03-22 01:35:00,14.0,,2011-03-22 01:35:00,14.0,2011-03-22 03:35:00,17.27,5.75,5.75,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,1856,
111,24.0,ESPE,2011-06-07 06:41:00,2011-06-07 07:20:00,FL-PK,AR,2011-06-07 06:16:00,2011-06-07 06:41:00,2011-06-07 06:59:00,M2.5,2.5e-05,0.044,43.0,25.0,2011-06-07 06:35:00,2011-06-07 06:41:00,2011-06-07 06:43:00,M3.6,3.647504127002321e-05,0.023292211815714836,8.0,6.0,201106070635,2N,11226,80.0,Bxo,B,37.0,56.7,-21.0,54.0,LEA,56.1,-22.0,53.0,LMSAL,6400.0,710.0,870.0,,2011-06-07 06:25:00,2011-06-07 06:50:00,2.0,1920.0,120.0,25.0,LEA,2011-06-07 06:45:00,2011-06-07 18:00:00,16000.0,250.0,multibanded Behind (E93)  Wind  Ahead (W95),2011-06-07 06:26:00,2011-06-07 06:58:00,2.0,32.0,2011-06-07 06:49:00,1255.0,Halo,250.0,2011-06-07 06:50:00,1400.0,46.0,-25.0,52.0,2011-06-07 09:02:00,null,null,2011-06-07T06:50:00-CME-001,8,54,2011-06-07 07:20:00,2011-06-07 08:20:00,2011-06-07 18:20:00,72.0,,2011-06-07 18:20:00,73.0,2011-06-08 17:10:00,1.65,10.0,10.0,32.83,,,,,,,,,,,,,2011-06-07 07:20:00,2011-06-07 10:25:00,4.0,,,2011-06-08 02:10:00,0.65,3.08,18.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,1867,
112,24.0,ESPE,2011-08-04 03:57:00,2011-08-04 04:30:00,FL-PK,AR/ESP,2011-08-04 03:41:00,2011-08-04 03:57:00,2011-08-04 04:04:00,M9.3,9.3e-05,0.054,23.0,16.0,2011-08-04 03:36:00,2011-08-04 03:57:00,2011-08-04 04:04:00,X1.3,0.00013359906733967364,0.08183689415454865,28.0,21.0,201108040336,2B,11261,380.0,Dai,BGD,332.0,40.1,19.0,36.0,LEA,40.8,16.0,38.0,LMSAL,13000.0,720.0,2400.0,3.0,2011-08-04 03:54:00,2011-08-04 04:03:00,2.0,750.0,180.0,66.0,LEA,2011-08-04 04:15:00,2011-08-05 17:00:00,13000.0,60.0,Intermittent,2011-08-04 04:00:00,2011-08-04 17:50:00,1.0,830.0,2011-08-04 04:12:00,1315.0,Halo,298.0,2011-08-04 04:10:00,1950.0,60.0,14.0,40.0,2011-08-04 05:45:00,null,null,2011-08-04T04:10:00-CME-001,15,36,2011-08-04 04:30:00,2011-08-04 06:35:00,2011-08-04 10:30:00,80.0,RELAT,2011-08-05 21:50:00,96.0,2011-08-06 05:15:00,2.63,3.92,39.25,46.67,,,,,,,,,,,,,2011-08-04 05:10:00,2011-08-04 07:40:00,1.8,,,2011-08-04 11:10:00,1.22,2.5,6.0,,2011-08-04 03:41:00,2011-08-04 03:57:00,2011-08-04 04:04:00,M9.3,2B,0.054,23.0,16.0,11261.0,380.0,Dai,BGD,332.0,40.1,19.0,36.0,RELAT,2011-08-04 03:54:00,2011-08-04 04:03:00,LEA,2.0,750.0,2011-08-04 04:12:00,1315.0,1950.0,37.87,2011-08-05 18:34:00,-20.0,,,-104,15.0,13.0,1875,Magnetopause crossing  Aug 5 1900-1915 and 2000-2030
113,24.0,ESPE,2011-08-09 08:05:00,2011-08-09 08:20:00,FL-PK,AR,2011-08-09 07:48:00,2011-08-09 08:05:00,2011-08-09 08:08:00,X6.9,0.00069,0.19,20.0,17.0,2011-08-09 07:44:00,2011-08-09 08:04:00,2011-08-09 08:08:00,X10.0,0.001009973231703043,0.2926024794578552,24.0,20.0,201108090744,2B,11263,450.0,Ehc,BGD,298.0,70.0,17.0,69.0,LEA,71.9,17.0,71.0,LMSAL,19000.0,710.0,1500.0,1.0,2011-08-09 08:01:00,2011-08-09 08:16:00,1.0,1551.0,180.0,25.0,SVI,2011-08-09 08:20:00,2011-08-09 08:35:00,16000.0,4000.0,Intermittent,2011-08-09 08:20:00,2011-08-09 08:40:00,1.0,20.0,2011-08-09 08:12:00,1610.0,Halo,279.0,2011-08-09 08:30:00,1175.0,20.0,-12.0,62.0,2011-08-09 11:09:00,null,null,2011-08-09T08:30:00-CME-001,7,69,2011-08-09 08:20:00,2011-08-09 08:45:00,2011-08-09 12:10:00,26.0,,2011-08-09 12:10:00,26.0,2011-08-09 17:15:00,0.67,3.42,3.42,8.5,,,,,,,,,,,,,2011-08-09 08:25:00,2011-08-09 08:40:00,2.6,,,2011-08-09 10:35:00,0.33,0.25,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,1876,
114,24.0,SPE,2011-09-22 11:01:00,2011-09-22 17:55:00,FL-PK,AR/ESP,2011-09-22 10:29:00,2011-09-22 11:01:00,2011-09-22 11:44:00,X1.4,0.00014,0.45,75.0,32.0,2011-09-22 10:25:00,2011-09-22 11:01:00,2011-09-22 11:44:00,X2.1,0.0002136369439540431,0.6531495451927185,79.0,36.0,201109221025,2N,11302,480.0,Eki,BG,282.0,78.3,13.0,-78.0,SVI,89.0,9.0,-89.0,LMSAL,540.0,970.0,1800.0,,2011-09-22 10:39:00,2011-09-22 10:45:00,2.0,1035.0,86.0,25.0,SVI,2011-09-22 11:05:00,2011-09-23 00:00:00,14000.0,70.0,Multiple tones  Behind (E96)  Wind,2011-09-22 10:40:00,2011-09-22 13:33:00,3.0,173.0,2011-09-22 10:48:00,1905.0,Halo,72.0,2011-09-22 11:24:00,1000.0,70.0,10.0,-90.0,2011-09-22 14:00:00,null,null,2011-09-22T11:24:00-CME-001,-13,-78,2011-09-22 17:55:00,2011-09-23 22:55:00,2011-09-24 07:55:00,14.0,UNRELAT,2011-09-26 11:15:00,35.7,2011-09-27 04:30:00,35.9,9.0,60.33,77.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNRELAT,,,,,,,,,,2011-09-26 11:52:00,-31.0,2011-09-26 12:37:00,45.0,-118,15.0,13.0,1882/1883,Magnetopause crossing w shock passage
115,24.0,SPE,2011-10-22 11:10:00,2011-10-22 13:05:00,FL-PK,AR,2011-10-22 10:00:00,2011-10-22 11:10:00,2011-10-22 13:09:00,M1.3,1.3e-05,0.11,189.0,70.0,2011-10-22 10:04:00,2011-10-22 11:10:00,,M1.8,1.886609970824793e-05,,,66.0,201110221004,SF,11314,330.0,Eho,BG,49.0,78.2,25.0,77.0,SVI,87.3,27.0,87.0,LMSAL,,,,,,,,,,,,2011-10-22 14:00:00,2011-10-22 20:00:00,700.0,200.0,Strong tone  Ahead (W105) and Wind,,,,,2011-10-22 10:24:00,1005.0,Halo,311.0,2011-10-22 11:20:00,990.0,55.0,52.0,90.0,2011-10-22 14:35:00,null,null,2011-10-22T11:20:00-CME-001,-46,77,2011-10-22 13:05:00,2011-10-23 15:00:00,2011-10-23 15:35:00,13.0,,2011-10-23 15:35:00,13.0,2011-10-23 16:05:00,27.83,0.58,0.58,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-10-23 23:20:00,,,,,15.0,13.0,1886,
116,24.0,SPE,2011-11-26 07:10:00,2011-11-26 08:15:00,FL-PK,FE,2011-11-26 06:09:00,2011-11-26 07:10:00,2011-11-26 07:56:00,C1.2,1.2e-06,0.005,107.0,61.0,2011-11-26 06:46:00,2011-11-26 07:14:00,,C1.7,1.7225394230990787e-06,,,28.0,201111260646,,,,,,,,8.0,49.0,PRF,48.0,11.0,47.0,LMSAL,,,,1.0,,,,,,,,2011-11-26 07:15:00,2011-11-28 00:00:00,10000.0,50.0,Strong Intermittment,,,,,2011-11-26 07:12:00,933.0,Halo,327.0,2011-11-26 07:12:00,930.0,72.0,23.0,45.0,2011-11-26 11:30:00,null,null,2011-11-26T07:12:00-CME-001,2,49,2011-11-26 08:15:00,2011-11-26 11:25:00,2011-11-27 01:25:00,80.0,,2011-11-27 01:25:00,80.0,2011-11-28 01:45:00,4.25,14.0,14.0,38.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,1891,Listed as FE at N08W49. EL assigns the flare to AR 11353 est at  N08W39
117,24.0,ESPE,2012-01-23 03:59:00,2012-01-23 04:45:00,FL-PK,AR/ESP,2012-01-23 03:38:00,2012-01-23 03:59:00,2012-01-23 04:34:00,M8.7,8.7e-05,0.2,56.0,21.0,2012-01-23 03:33:00,2012-01-23 03:59:00,2012-01-23 04:35:00,X1.2,0.00012566654186230153,0.307559072971344,62.0,26.0,201201230333,2B,11402,370.0,Dko,B,211.0,34.5,28.0,21.0,LEA,38.5,33.0,21.0,LMSAL,740.0,5100.0,6900.0,,,,,,,,,2012-01-23 04:00:00,2012-01-24 15:00:00,16000.0,40.0,Strong  complex  broadband  Sun-to-Earth Ahead (W108)and Wind,2012-01-23 03:39:00,2012-01-23 09:01:00,2.0,322.0,2012-01-23 04:00:00,2175.0,Halo,326.0,2012-01-23 04:00:00,2211.0,62.0,41.0,26.0,2012-01-23 05:20:00,null,null,2012-01-23T04:00:00-CME-001,1,21,2012-01-23 04:45:00,2012-01-23 05:30:00,2012-01-24 04:20:00,3895.0,RELAT,2012-01-24 15:30:00,6310.0,2012-01-27 10:25:00,1.52,22.83,34.0,100.92,,,,,,,,,,,,,2012-01-23 04:45:00,2012-01-23 07:50:00,2.0,,,2012-01-23 20:50:00,0.77,3.08,16.08,,2012-01-23 03:38:00,2012-01-23 03:59:00,2012-01-23 04:34:00,M8.7,2B,0.2,56.0,21.0,11402.0,370.0,Dko,B,211.0,34.5,28.0,21.0,RELAT,,,,,,2012-01-23 04:00:00,2175.0,2211.0,35.08,2012-01-24 14:31:00,,2012-01-24 15:04:00,22.0,-75,15.0,13.0,1900,
118,24.0,ESPE,2012-01-27 18:37:00,2012-01-27 18:55:00,FL-PK,AR,2012-01-27 17:37:00,2012-01-27 18:37:00,2012-01-27 18:56:00,X1.7,0.00017,0.32,79.0,60.0,2012-01-27 17:58:00,2012-01-27 18:37:00,2012-01-27 18:56:00,X2.5,0.000257315143244341,0.4592428207397461,58.0,39.0,201201271758,1F,11402,270.0,Dsc,B,207.0,73.1,27.0,71.0,HOL,85.8,33.0,85.0,LMSAL,1100.0,810.0,810.0,,2012-01-27 18:10:00,2012-01-27 18:25:00,3.0,1523.0,180.0,25.0,SAG,2012-01-27 18:30:00,2012-01-28 04:45:00,16000.0,150.0,Intermittent FH  Ahead (W108) Wind  and Behind (E114),2012-01-27 18:14:00,2012-01-27 18:44:00,2.0,30.0,2012-01-27 18:27:00,2508.0,Halo,296.0,2012-01-27 16:39:00,2200.0,55.0,40.0,75.0,2012-01-27 20:00:00,null,null,2012-01-27T16:39:00-CME-001,-10,71,2012-01-27 18:55:00,2012-01-27 19:05:00,2012-01-28 02:05:00,796.0,,2012-01-28 02:05:00,796.0,2012-01-31 06:35:00,0.47,7.0,7.0,83.5,,,,,,,,,,,,,2012-01-27 19:00:00,2012-01-27 21:40:00,11.0,,,2012-01-28 21:20:00,0.38,2.67,26.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-30 15:54:00,,2012-01-30 16:24:00,8.0,-17,15.0,13.0,1900,
119,24.0,ESPE,2012-03-07 00:24:00,2012-03-07 02:50:00,FL-PK,AR/ESP,2012-03-07 00:02:00,2012-03-07 00:24:00,2012-03-07 00:40:00,X5.4,0.00054,0.67,38.0,22.0,2012-03-06 23:59:00,2012-03-07 00:24:00,2012-03-07 00:40:00,X7.7,0.0007791643147356808,0.9803206920623779,41.0,25.0,201203062359,3B,11429,1120.0,Dkc,BGD,298.0,31.6,17.0,-27.0,LEA,35.4,18.0,-31.0,LMSAL,320000.0,7200.0,20000.0,,2012-03-07 00:17:00,2012-03-07 00:31:00,2.0,2273.0,180.0,25.0,LEA,2012-03-07 01:00:00,2012-03-08 19:00:00,16000.0,30.0,Strong Intermittent,2012-03-07 00:24:00,2012-03-07 10:30:00,2.0,606.0,2012-03-07 00:24:00,2684.0,Halo,57.0,2012-03-07 00:36:00,2809.0,54.0,35.0,-26.0,2012-03-07 01:38:00,LE,StereoCAT,2012-03-07T00:36:00-CME-001,0,-27,2012-03-07 02:50:00,2012-03-07 05:10:00,2012-03-08 04:10:00,1913.0,RELAT,2012-03-08 11:15:00,6530.0,2012-03-12 20:50:00,4.77,23.0,30.08,135.67,,,,,,,,,,,,,2012-03-07 04:05:00,2012-03-07 15:25:00,69.0,,,2012-03-10 16:50:00,3.68,11.33,84.75,,2012-03-07 00:02:00,2012-03-07 00:24:00,2012-03-07 00:40:00,X5.4,3B,0.67,38.0,22.0,11429.0,1120.0,Dkc,BGD,298.0,31.6,17.0,-27.0,RELAT,2012-03-07 00:17:00,2012-03-07 00:31:00,LEA,2.0,2273.0,2012-03-07 00:24:00,2684.0,2200.0,34.68,2012-03-08 10:30:00,,2012-03-08 11:05:00,59.0,-145,15.0,13.0,1906,
