Date,SEP Start Hour,Maximum Proton Energy,Proton Intensity,Type III Time,Flare Start Hour,H-alpha Location,CME First Appearance Hour,CME First Look Time,CME Width,CME Speed,Group,Flare Xray Start Time Deprecated,Flare Xray Peak Time Deprecated,Flare Class Deprecated,Flare Magnitude Deprecated,Flare Time to Peak Deprecated,Flare Xray Start Time,Flare Xray Peak Time,Flare Xray End Time,Flare Class,Flare Magnitude,Flare Integrated Flux,Flare Duration,Flare Time To Peak,Flare Catalog ID,GOES Xray Satellite,Radio Type III Start Time,Radio Type III End Time,Radio TyII Imp,CDAW CME First Look Time,CDAW CME Speed,CDAW CME Width,CDAW CME Mean Position Angle,Event Source Latitude,Event Source Longitude,Shock Passage Speed,SEP Reference Start,Comments
2004-11-07,17,200,1,1600-1650,1542,09N;017W,1654,2004-11-07 16:54:00,150,1759,4,2004-11-07 15:42:00,2004-11-07 16:06:00,X2,0.0002,24,2004-11-07 15:38:00,2004-11-07 16:06:00,2004-11-07 16:15:00,X2.9,0.000291495,0.291134864,37,28,200411071538,12,2004-11-07 16:00:00,2004-11-07 16:50:00,1,2004-11-07 16:54:05,1759,360,Halo,9,17,830,2004-11-07 17:00:00,
2004-11-09,19,200,0.2,1700-1720,1659,07N;051W,1726,2004-11-09 17:26:00,130,2000,4,2004-11-09 16:59:00,2004-11-09 17:19:00,M9,9.00E-05,20,2004-11-09 16:55:00,2004-11-09 17:19:00,2004-11-09 17:32:00,X1.2,0.000128286,0.137660399,37,24,200411091655,12,2004-11-09 17:00:00,2004-11-09 17:20:00,1,2004-11-09 17:26:06,2000,360,Halo,7,51,,2004-11-09 19:00:00,Passing shock not related to the source solar activity caused a related increase of particle intensity
2004-11-10,3,500,1.1,0210-0220,159,09N;049W,226,2004-11-10 02:26:00,120,2000,4,2004-11-10 01:59:00,2004-11-10 02:13:00,X3,0.0003,14,2004-11-10 01:59:00,2004-11-10 02:13:00,,X4.2,0.00042857,,,,,,2004-11-10 02:10:00,2004-11-10 02:20:00,3,2004-11-10 02:26:05,3387,360,Halo,9,49,1080,2004-11-10 03:00:00,
2004-12-02,27,70,0.028,2350-0005,2349,09N;003E,26,2004-12-02 00:26:00,360,1216,5,2004-12-02 23:49:00,2004-12-03 00:11:00,M2,2.00E-05,22,2004-12-02 23:49:00,2004-12-03 00:11:00,,M2.8,2.86E-05,,,,,,2004-12-02 23:50:00,2004-12-02 00:05:00,3,,,,,9,-3,760,2004-12-03 03:00:00,Event has a slow rise
2005-01-14,11,50,0.0002,1005-1020,1008,06S;004E,1130,2005-01-14 11:30:00,20,396,1,2005-01-14 10:08:00,2005-01-14 10:28:00,C9,9.00E-06,20,2005-01-14 10:06:00,2005-01-14 10:15:00,2005-01-14 10:26:00,M1.2,1.22E-05,0.009008422,20,9,200501141006,12,2005-01-14 10:05:00,2005-01-14 10:20:00,0,2005-01-14 11:30:05,396,31,239,-6,-4,,2005-01-14 11:00:00,No clear evidence of Type II burst in dynamic spectra
2005-01-15,6,120,0.07,0605-0630,554,11N;006E,630,2005-01-15 06:30:00,90,2049,3,2005-01-15 05:54:00,2005-01-15 06:38:00,M9,9.00E-05,44,2005-01-15 05:49:00,2005-01-15 06:38:00,2005-01-15 07:17:00,X1.2,0.000123653,0.415719926,88,49,200501150549,12,2005-01-15 06:05:00,2005-01-15 06:30:00,2,2005-01-15 06:30:05,2049,360,Halo,11,-6,,2005-01-15 06:00:00,
2005-01-15,23,120,0.6,2230-2305,2224,15N;005W,654,2005-01-15 23:06:50,130,2861,4,2005-01-15 22:24:00,2005-01-15 23:06:00,X3,0.0003,42,2005-01-15 22:23:00,2005-01-15 23:02:00,2005-01-15 23:31:00,X3.7,0.000378722,0.913122237,68,39,200501152223,12,2005-01-15 22:30:00,2005-01-15 23:05:00,3,2005-01-15 23:06:50,2861,360,Halo,15,5,1200,2005-01-15 23:00:00,
2005-01-17,10,200,36,0905-0955,659,15N;025W,930,2005-01-17 09:30:00,110,2094,4,2005-01-17 06:59:00,2005-01-17 09:52:00,X4,0.0004,173,2005-01-17 09:06:00,2005-01-17 09:52:00,2005-01-17 10:04:00,X5.5,0.000551899,0.9855479,58,46,200501170906,12,2005-01-17 09:05:00,2005-01-17 09:55:00,3,2005-01-17 09:30:05,2094,360,Halo,15,25,1170,2005-01-17 10:00:00,
2005-01-20,6,900,30,0645-0705,636,14N;061W,654,2005-01-20 06:54:00,80,2500,2,2005-01-20 06:36:00,2005-01-20 07:01:00,X7,0.0007,25,2005-01-20 05:56:00,2005-01-20 07:01:00,2005-01-20 07:26:00,X10.1,0.00101777,1.922319651,90,65,200501200556,12,2005-01-20 06:45:00,2005-01-20 07:05:00,3,2005-01-20 06:54:05,882,360,Halo,14,61,1210,2005-01-20 06:00:00,CDAW CME catalog comment: Poor Event; Only 3 points
2005-05-06,3,40,0.003,0305-0315,305,04S;071W,330,2005-05-06 03:30:00,20,1120,1,2005-05-06 03:05:00,2005-05-06 03:14:00,C9,9.00E-06,9,2005-05-06 03:05:00,2005-05-06 03:14:00,2005-05-06 03:21:00,M1.3,1.34E-05,0.008831854,16,9,200505060305,12,2005-05-06 03:05:00,2005-05-06 03:15:00,0,2005-05-06 03:30:05,1120,109,280,-4,71,,2005-05-06 03:00:00,Passing shock not related to the source solar activity caused a related increase of particle intensity; No clear evidence of Type II burst in dynamic spectra
2005-05-06,12,40,0.003,1115-1130,1111,04S;076W,1154,2005-05-06 11:54:00,30,1144,1,2005-05-06 11:11:00,2005-05-06 11:28:00,M1,1.00E-05,17,2005-05-06 11:11:00,2005-05-06 11:28:00,,M1.4,1.43E-05,,,,,,2005-05-06 11:15:00,2005-05-06 11:30:00,0,2005-05-06 11:54:28,1144,129,277,-4,76,,2005-05-06 12:00:00,Passing shock not related to the source solar activity caused a related increase of particle intensity; No clear evidence of Type II burst in dynamic spectra
2005-05-11,20,60,0.005,1925-1930,1922,10S;055W,2013,2005-05-11 20:13:00,70,550,,2005-05-11 19:22:00,2005-05-11 19:38:00,M1,1.00E-05,16,2005-05-11 19:14:00,2005-05-11 19:38:00,2005-05-11 19:55:00,M1.6,1.64E-05,0.023996817,41,24,200505111914,12,2005-05-11 19:25:00,2005-05-11 19:30:00,2,2005-05-11 20:13:08,550,360,Halo,-10,55,,2005-05-11 20:00:00,
2005-05-13,17,80,0.02,1640-1700,1613,12N;011E,1722,2005-05-13 17:22:00,360,1689,5,2005-05-13 16:13:00,2005-05-13 16:57:00,M8,8.00E-05,44,2005-05-13 16:24:00,2005-05-13 16:57:00,2005-05-13 17:28:00,X1.1,0.000114937,0.252922982,64,33,200505131624,12,2005-05-13 16:40:00,2005-05-13 17:00:00,2,2005-05-13 17:12:05,1689,360,Halo,12,-11,1270,2005-05-13 17:00:00,
2005-05-31,16,50,0.0005,1435-1440,1433,12N;022W,1532,2005-05-31 15:32:00,30,313,,2005-05-31 14:33:00,2005-05-31 14:42:00,C2,2.00E-06,9,2005-05-31 14:33:00,2005-05-31 14:42:00,,C2.8,2.86E-06,,,,,,2005-05-31 14:35:00,2005-05-31 14:40:00,2,2005-05-31 15:32:10,313,134,289,12,22,,2005-05-31 16:00:00,
2005-06-03,29,40,5.00E-05,~1200,1151,15N;090E,1232,2005-06-03 12:32:00,80,1679,,2005-06-03 11:51:00,2005-06-03 12:26:00,M1,1.00E-05,35,2005-06-03 11:59:00,2005-06-03 12:26:00,2005-06-03 12:44:00,M1.4,1.46E-05,0.025398739,45,27,200506031159,12,2005-06-03 12:00:00,,2,2005-06-03 12:32:10,1679,360,Halo,15,-90,,2005-06-04 05:00:00,Event has a slow rise
2005-06-14,6,30,0.0007,0505-0520,654,10N;048W,724,2005-06-14 07:24:00,100,791,,2005-06-14 06:54:00,2005-06-14 07:30:00,C4,4.00E-06,36,2005-06-14 06:48:00,2005-06-14 07:30:00,2005-06-14 07:56:00,C6.1,6.14E-06,0.014065641,68,42,200506140648,12,2005-06-14 05:05:00,2005-06-14 05:20:00,0,2005-06-14 07:24:05,791,360,Halo,10,48,,2005-06-14 06:00:00,Passing shock not related to the source solar activity caused a related increase of particle intensity; No clear evidence of Type II burst in dynamic spectra
2005-06-16,20,500,0.5,2010-2020,2001,09N;085W,,,,,2,2005-06-16 20:01:00,2005-06-16 20:22:00,M4,4.00E-05,21,2005-06-16 19:58:00,2005-06-16 20:22:00,2005-06-16 20:42:00,M5.7,5.72E-05,0.090282016,44,24,200506161958,12,2005-06-16 20:10:00,2005-06-16 20:20:00,2,,,,,9,85,,2005-06-16 20:00:00,CDAW CME First Look Time data gap. CDAW CME Width data gap. CDAW CME Speed data gap
2005-07-09,24,80,0.02,2200-2225,2147,11N;027W,2230,2005-07-09 22:30:00,65,1540,3,2005-07-09 21:47:00,2005-07-09 22:06:00,M3,3.00E-05,19,2005-07-09 21:41:00,2005-07-09 22:06:00,2005-07-09 22:19:00,M4.1,4.10E-05,0.043542791,38,25,200507092141,12,2005-07-09 22:00:00,2005-07-09 22:25:00,0,2005-07-09 22:30:05,1540,360,Halo,11,27,,2005-07-10 00:00:00,Passing shock not related to the source solar activity caused a related increase of particle intensity; No clear evidence of Type II burst in dynamic spectra
2005-07-12,19,50,0.0008,1639-1655,1547,11N;067W,1654,2005-07-12 16:54:00,80,523,1,2005-07-12 15:47:00,2005-07-12 16:24:00,M2,2.00E-05,37,2005-07-12 15:47:00,2005-07-12 16:24:00,,M2.8,2.86E-05,,,,,,2005-07-12 16:39:00,2005-07-12 16:55:00,0,2005-07-12 16:54:05,523,360,Halo,11,67,,2005-07-12 19:00:00,No clear evidence of Type II burst in dynamic spectra
2005-07-13,5,40,0.0003,0235-0240,235,18N;082W,306,2005-07-13 03:06:00,40,759,1,2005-07-13 02:35:00,2005-07-13 03:16:00,M1,1.00E-05,41,2005-07-13 02:25:00,2005-07-13 03:16:00,2005-07-13 04:00:00,M1.5,1.58E-05,0.059016783,95,51,200507130225,12,2005-07-13 02:35:00,2005-07-13 02:40:00,0,2005-07-13 03:06:05,759,54,288,18,82,,2005-07-13 05:00:00,Passing shock not related to the source solar activity caused a related increase of particle intensity; No clear evidence of Type II burst in dynamic spectra
2005-07-13,14,50,0.005,1400-1420,1401,11N;078W,1430,2005-07-13 14:30:00,70,1423,1,2005-07-13 14:01:00,2005-07-13 14:49:00,M5,5.00E-05,48,2005-07-13 13:55:00,2005-07-13 14:49:00,2005-07-13 15:38:00,M7.2,7.27E-05,0.282708198,103,54,200507131355,12,2005-07-13 14:00:00,2005-07-13 14:20:00,0,2005-07-13 14:30:05,1423,360,Halo,11,78,,2005-07-13 14:00:00,Passing shock not related to the source solar activity caused a related increase of particle intensity; No clear evidence of Type II burst in dynamic spectra
2005-07-14,11,70,0.6,~1030,1016,08N;089W,1030,2005-07-14 10:30:00,80,2115,4,2005-07-14 10:16:00,2005-07-14 10:55:00,X1,0.0001,39,2005-07-14 10:16:00,2005-07-14 10:55:00,,X1.4,0.00014286,,,,,,2005-07-14 10:30:00,,0,2005-07-14 10:54:05,2115,360,Halo,8,89,,2005-07-14 11:00:00,Passing shock not related to the source solar activity caused a related increase of particle intensity; No clear evidence of Type II burst in dynamic spectra
2005-07-17,12,90,0.07,1120-1135,,N;120W,1130,2005-07-17 11:30:00,120,1527,3,,,,,,,,,,,,,,,,2005-07-17 11:20:00,2005-07-17 11:35:00,0,2005-07-17 11:30:05,1527,360,Halo,,120,,2005-07-17 12:00:00,Nothern Event; No clear evidence of Type II burst in dynamic spectra
2005-07-21,8,50,0.002,~0330,,N;120W,354,2005-07-21 03:54:00,180,925,,,,,,,,,,,,,,,,,2005-07-21 03:30:00,,0,2005-07-21 03:54:05,925,360,Halo,,120,,2005-07-21 08:00:00,Nothern Event; No clear evidence of Type II burst in dynamic spectra
2005-07-24,25,40,0.0004,1350-1420,,N;120E,1354,2005-07-24 13:54:00,130,2528,5,,,,,,,,,,,,,,,,2005-07-24 13:50:00,2005-07-24 14:20:00,2,2005-07-24 13:54:05,2528,360,Halo,,-120,530,2005-07-25 01:00:00,Event has a slow rise; Nothern Event
2005-08-22,1,80,0.05,0100-0130,44,09S;048W,131,2005-08-22 01:31:00,160,1194,2,2005-08-22 00:44:00,2005-08-22 01:33:00,M3,3.00E-05,49,2005-08-22 00:38:00,2005-08-22 01:33:00,2005-08-22 02:18:00,M3.7,3.79E-05,0.139111906,100,55,200508220038,12,2005-08-22 01:00:00,2005-08-22 01:30:00,3,2005-08-22 01:31:48,1194,360,Halo,-9,48,790,2005-08-22 01:00:00,
2005-08-22,18,80,1.5,1655-1730,1646,12N;060W,1730,2005-08-22 17:30:00,100,2378,4,2005-08-22 16:46:00,2005-08-22 17:37:00,M6,6.00E-05,51,2005-08-22 16:45:00,2005-08-22 17:27:00,2005-08-22 18:02:00,M8.1,8.12E-05,0.241561413,77,42,200508221645,12,2005-08-22 16:55:00,2005-08-22 17:30:00,0,2005-08-22 17:30:05,2378,360,Halo,12,60,,2005-08-22 18:00:00,Passing shock not related to the source solar activity caused a related increase of particle intensity; No clear evidence of Type II burst in dynamic spectra
2005-08-29,12,70,0.02,~1100,,S;120W,1054,2005-08-29 10:54:00,120,1600,3,,,,,,,,,,,,,,,,2005-08-29 11:00:00,,,2005-08-29 10:54:05,1600,360,Halo,,120,,2005-08-29 12:00:00,Southern event; No Type II data available
2005-08-31,25,80,0.01,2200-2300,,S;120W,2230,2005-08-31 22:30:00,360,1808,3,,,,,,,,,,,,,,,,2005-08-31 22:00:00,2005-08-31 23:00:00,,2005-08-31 22:30:05,1808,360,Halo,,120,,2005-09-01 01:00:00,Passing shock not related to the source solar activity caused a related increase of particle intensity; Southern event; No Type II data available
2005-09-05,13,30,0.001,0930-0935,853,07S;099E,948,2005-09-05 09:48:00,100,2326,,2005-09-05 08:53:00,2005-09-05 10:40:00,C3,3.00E-06,107,2005-09-05 09:38:00,2005-09-05 10:42:00,2005-09-05 12:10:00,C3.8,3.89E-06,0.024693696,152,64,200509050938,12,2005-09-05 09:30:00,2005-09-05 09:35:00,0,2005-09-05 09:48:05,2326,360,Halo,-7,-99,,2005-09-05 13:00:00,Event has a slow rise; No clear evidence of Type II burst in dynamic spectra
2005-09-07,20,200,0.2,1735-1800,1717,06S;089E,,,,,5,2005-09-07 17:17:00,2005-09-07 17:40:00,X17,0.0017,23,2005-09-07 17:14:00,2005-09-07 17:40:00,2005-09-07 18:03:00,X24.4,0.002442436,3.713213205,49,26,200509071714,12,2005-09-07 17:35:00,2005-09-07 18:00:00,0,,,,,-6,-89,950,2005-09-07 20:00:00,Event has a slow rise. CDAW CME First Look Time data gap. CDAW CME Width data gap. CDAW CME Speed data gap; No clear evidence of Type II burst in dynamic spectra
2005-09-13,22,7,0.63,1950-2000,1919,09S;010E,2000,2005-09-13 20:00:00,130,1866,4,2005-09-13 19:19:00,2005-09-13 19:27:00,X2,0.0002,8,2005-09-13 19:19:00,2005-09-13 19:27:00,,X2.8,0.00028571,,,,,,2005-09-13 19:50:00,2005-09-13 20:00:00,0,2005-09-13 20:00:05,1866,360,Halo,-9,-10,1220,2005-09-13 22:00:00,No clear evidence of Type II burst in dynamic spectra
2006-07-06,9,120,0.02,0815-0820,813,11S;032W,854,2006-07-06 08:54:00,160,911,4,2006-07-06 08:13:00,2006-07-06 08:36:00,M3,3.00E-05,23,2006-07-06 08:13:00,2006-07-06 08:36:00,,M4.2,4.29E-05,,,,,,2006-07-06 08:15:00,2006-07-06 08:20:00,2,2006-07-06 08:54:04,911,360,Halo,-11,32,480,2006-07-06 09:00:00,
2006-11-06,15,60,0.001,1740-1745,1743,00N;089E,1754,2006-11-06 17:54:00,70,1994,,2006-11-06 17:43:00,2006-11-06 17:46:00,C9,9.00E-06,3,2006-11-06 17:43:00,2006-11-06 17:46:00,,M1.2,1.29E-05,,,,,,2006-11-06 17:40:00,2006-11-06 17:45:00,2,2006-11-06 17:54:04,1994,360,Halo,0,-89,,2006-11-06 17:00:00,
2006-11-21,20,30,0.0004,1925-1930,,S;120W,,,,,1,,,,,,,,,,,,,,,,2006-11-21 19:25:00,2006-11-21 19:30:00,,,,,,,120,,2006-11-21 20:00:00,CDAW CME First Look Time data gap. CDAW CME Width data gap. CDAW CME Speed data gap; Southern event; No Type II data available
2006-12-05,15,70,0.03,1030-1100,1018,07S;068E,,,,,5,2006-12-05 10:18:00,2006-12-05 10:35:00,M9,9.00E-05,17,2006-12-05 10:18:00,2006-12-05 10:35:00,,X1.2,0.00012857,,,,,,2006-12-05 10:30:00,2006-12-05 11:00:00,,,,,,-7,-68,,2006-12-05 15:00:00,Event has a slow rise. CDAW CME First Look Time data gap. CDAW CME Width data gap. CDAW CME Speed data gap. Passing shock not related to the source solar activity caused a related increase of particle intensity; No Type II data available
2006-12-06,22,500,0.9,1840-1905,1829,06S;064E,,,,,5,2006-12-06 18:29:00,2006-12-06 18:47:00,M7,7.00E-05,18,2006-12-06 18:29:00,2006-12-06 18:47:00,,X1.0,0.0001,,,,,,2006-12-06 18:40:00,2006-12-06 19:05:00,0,,,,,-6,-64,,2006-12-06 22:00:00,Event has a slow rise. CDAW CME First Look Time data gap. CDAW CME Width data gap. CDAW CME Speed data gap. Passing shock not related to the source solar activity caused a related increase of particle intensity; No clear evidence of Type II burst in dynamic spectra
2006-12-13,2,900,5.1,0225-0245,214,06S;023W,254,2006-12-13 02:54:00,180,1774,2,2006-12-13 02:14:00,2006-12-13 02:40:00,X3,0.0003,26,2006-12-13 02:10:00,2006-12-13 02:40:00,2006-12-13 02:57:00,X4.8,0.000487678,0.745122075,47,30,200612130210,12,2006-12-13 02:25:00,2006-12-13 02:45:00,3,2006-12-13 02:54:04,1774,360,Halo,-6,23,1180,2006-12-13 02:00:00,
2006-12-14,22,300,0.5,2210-2225,2107,07S;046W,2230,2006-12-14 22:30:00,70,1042,,2006-12-14 21:07:00,2006-12-14 22:15:00,X2,0.0002,68,2006-12-14 21:07:00,2006-12-14 22:15:00,,X2.8,0.00028571,,,,,,2006-12-14 22:10:00,2006-12-14 22:25:00,3,2006-12-14 22:30:04,1042,360,Halo,-7,46,980,2006-12-14 22:00:00,
