Solar Event Date (UT),SEP Event Onset Date (UT), Solar Event-B (deg),I(B),Solar Event-Earth (deg),I(Earth),Solar Event-A (deg),I(A),GOES X-Ray,Radio TyIII_Imp,Radio TyII Imp,CME dA (deg),CME V (km/s),Flare Xray Start Time Deprecated,Flare Magnitude Deprecated,Flare Class Deprecated,Flare Xray Start Time,Flare Xray Peak Time,Flare Xray End Time,Flare Class,Flare Magnitude,Flare Integrated Flux,Flare Duration,Flare Time To Peak,Flare Catalog ID,GOES Xray Satellite,Event Source Longitude,CDAW CME First Look Time,CDAW CME Speed,CDAW CME Width,CDAW CME Central Position Angle,CDAW CME Mean Position Angle,DONKI CME Start Time,DONKI CME Speed,DONKI CME Half Width,DONKI CME Lat,DONKI CME Lon,DONKI CME Time at 21.5,DONKI CME Feature,DONKI CME Measurement Technique,DONKI CME Catalog ID,SEP Reference Start,SEP Reference End,Case,Comments
2020-12-07 15:00:00,2020-12-07 16:00:00,,,8,0.01,66,0.1,C7.4,1,2,360,1407,2020-12-07 15:00:00,7.40E-06,C7.4,2020-12-07 15:46:00,2020-12-07 16:32:00,2020-12-07 17:32:00,C7.4,7.41E-06,0.032319266,106,46,202012000000,16,8,2020-12-07 16:24:06,1407,360,Halo,179,2020-12-07 16:24:00,1383,41,-21,12,2020-12-07 18:49:00,,SWPC_CAT,2020-12-07T16:24:00-CME-001,2020-12-07 16:00:00,2020-12-08 16:00:00,,
2021-04-17 16:00:00,2021-04-17 20:00:00,,,-111,0.0003,-58,0.0005,C5.0,1,1,146,763,2021-04-17 16:00:00,5.00E-06,C5.0,2021-04-17 16:00:00,,,C5.0,5.00E-06,,,,,,-111,2021-04-17 16:36:05,763,146,111,117,2021-04-17 16:36:00,882,38,-8,-125,2021-04-17 20:42:00,SH,StereoCAT,2021-04-17T16:36:00-CME-001,2021-04-17 20:00:00,2021-04-18 20:00:00,,Flare is an estimate from the Solar Orbiter STIX flare list.
2021-05-07 18:00:00,2021-05-07 23:00:00,,,-78,,-26,0.004,M3.9,1,1,114,754,2021-05-07 18:00:00,3.90E-05,M3.9,2021-05-07 18:43:00,2021-05-07 19:04:00,2021-05-07 19:18:00,M3.9,3.91E-05,0.044855163,35,21,202105000000,16,-78,2021-05-07 19:24:05,754,114,90,79,2021-05-07 19:53:00,815,40,5,-78,2021-05-07 23:30:00,,SWPC_CAT,2021-05-07T19:53:00-CME-001,2021-05-07 23:00:00,2021-05-08 23:00:00,,
2021-06-09 12:00:00,2021-06-09 12:00:00,,,89,0.008,139,0.008,C1.7,1,0,65,441,2021-06-09 12:00:00,1.70E-06,C1.7,2021-06-09 11:50:00,2021-06-09 11:59:00,2021-06-09 12:01:00,C1.7,1.74E-06,0.000648354,11,9,202106000000,16,89,2021-06-09 12:24:05,441,65,276,283,2021-06-09 12:24:00,544,31,6,105,2021-06-09 19:28:00,LE,SWPC_CAT,2021-06-09T12:24:00-CME-001,2021-06-09 12:00:00,2021-06-10 12:00:00,,
2021-06-25 13:00:00,2021-06-25 14:00:00,,,89,0.0001,137,,C1.7,1,0,90,433,2021-06-25 13:00:00,1.70E-06,C1.7,2021-06-25 13:45:00,2021-06-25 14:03:00,2021-06-25 14:14:00,C1.7,1.70E-06,0.001681379,29,18,202106000000,16,89,2021-06-25 14:12:05,433,90,260,257,2021-06-25 14:24:00,481,33,-7,83,2021-06-25 21:40:00,,,2021-06-25T14:24:00-CME-001,2021-06-25 14:00:00,2021-06-26 14:00:00,,
2021-07-03 07:00:00,2021-07-03 07:00:00,,,78,0.0002,125,,M2.7,1,0,67,426,2021-07-03 07:00:00,2.70E-05,M2.7,2021-07-03 07:04:00,2021-07-03 07:17:00,2021-07-03 07:21:00,M2.7,2.73E-05,0.012204646,17,13,202107000000,16,78,2021-07-03 07:36:05,426,67,263,274,2021-07-03 08:00:00,394,29,-2,92,2021-07-03 17:02:00,SH,SWPC_CAT,2021-07-03T08:00:00-CME-001,2021-07-03 07:00:00,2021-07-03 14:00:00,,
2021-07-03 14:00:00,2021-07-03 14:00:00,,,81,0.01,128,,X1.5,1,0,69,455,2021-07-03 14:00:00,0.00015,X1.5,2021-07-03 14:18:00,2021-07-03 14:29:00,2021-07-03 14:33:00,X1.5,0.000159129,0.046148136,15,11,202107000000,16,81,2021-07-03 14:48:05,455,69,263,267,2021-07-03 14:48:00,309,23,-7,97,2021-07-04 00:35:00,SH,SWPC_CAT,2021-07-03T14:48:00-CME-001,2021-07-03 14:00:00,2021-07-04 14:00:00,,
2021-07-05 16:00:00,2021-07-05 17:00:00,,,110,0.0002,157,,B5.3,1,0,83,545,2021-07-05 16:00:00,5.30E-07,B5.3,2021-07-05 16:36:00,2021-07-05 16:50:00,2021-07-05 17:04:00,B5.3,5.35E-07,0.000778913,28,14,202107000000,16,110,2021-07-05 17:12:05,545,83,266,275,2021-07-05 17:53:00,535,23,-1,89,2021-07-06 00:11:00,LE,SWPC_CAT,2021-07-05T17:53:00-CME-001,2021-07-05 17:00:00,2021-07-06 17:00:00,,
2021-07-09 17:00:00,2021-07-09 17:00:00,,,98,0.005,145,,C4.7,1,0,110,668,2021-07-09 17:00:00,4.70E-06,C4.7,2021-07-09 17:15:00,2021-07-09 17:25:00,2021-07-09 17:29:00,C4.7,4.78E-06,0.0019816,14,10,202107000000,16,98,2021-07-09 17:36:05,668,110,262,294,2021-07-09 17:36:00,525,37,4,90,2021-07-10 00:17:00,SH,SWPC_CAT,2021-07-09T17:36:00-CME-001,2021-07-09 17:00:00,2021-07-10 17:00:00,,
2021-07-13 19:00:00,2021-07-13 22:00:00,,,170,0.005,-144,,M2.8,1,1,360,1101,2021-07-13 19:00:00,2.80E-05,M2.8,2021-07-13 19:00:00,,,M2.8,2.80E-05,,,,,,170,2021-07-13 19:00:05,1101,360,Halo,8,2021-07-13 18:53:00,770,57,1,178,2021-07-13 23:24:00,,SWPC_CAT,2021-07-13T18:53:00-CME-001,2021-07-13 22:00:00,2021-07-14 22:00:00,,
2021-07-15 21:00:00,2021-07-16 00:00:00,,,-168,0.005,-122,0.0005,M4.6,1,1,360,1476,2021-07-15 21:00:00,4.60E-05,M4.6,2021-07-15 21:00:00,,,M4.6,4.60E-05,,,,,,-168,2021-07-15 21:36:05,1476,360,Halo,178,2021-07-15 21:36:00,2069,50,-9,-170,2021-07-15 23:04:00,,,2021-07-15T21:36:00-CME-001,2021-07-16 00:00:00,2021-07-17 00:00:00,,Flare is an estimate from the Solar Orbiter STIX flare list.
2021-07-17 05:00:00,2021-07-17 11:00:00,,,-139,,-93,0.002,M2.8,1,0,360,1228,2021-07-17 05:00:00,2.80E-05,M2.8,2021-07-17 05:00:00,,,M2.8,2.80E-05,,,,,,-139,2021-07-17 05:24:05,1228,360,Halo,109,2021-07-17 05:24:00,1029,47,1,-135,2021-07-17 08:45:00,LE,SWPC_CAT,2021-07-17T05:24:00-CME-001,2021-07-17 11:00:00,2021-07-18 11:00:00,,Elevated intensity from previous event at Earth; Flare is an estimate from the Solar Orbiter STIX flare list.
2021-09-17 04:00:00,2021-09-17 15:00:00,,,-85,0.0015,-45,0.005,C3.5,1,0,264,1349,2021-09-17 04:00:00,3.50E-06,C3.5,2021-09-17 04:00:00,,,C3.5,3.50E-06,,,,,,-85,2021-09-17 04:28:22,1349,264,173,154,2021-09-17 04:28:00,994,24,-41,-100,2021-09-17 07:43:00,SH,StereoCAT,2021-09-17T04:28:00-CME-001,2021-09-17 15:00:00,2021-09-18 15:00:00,,Flare is an estimate from the Solar Orbiter STIX flare list.
2021-09-28 06:00:00,2021-09-28 06:00:00,,,36,0.002,75,0.003,C1.6,1,1,265,524,2021-09-28 06:00:00,1.60E-06,C1.6,2021-09-28 06:00:00,,,C1.6,1.60E-06,,,,,,36,2021-09-28 06:24:05,524,265,203,248,2021-09-28 07:00:00,649,45,-17,43,2021-09-28 12:13:00,LE,,2021-09-28T07:00:00-CME-001,2021-09-28 06:00:00,2021-09-29 06:00:00,,
2021-10-09 06:00:00,2021-10-09 06:00:00,,,-9,0.015,30,0.5,M1.6,1,1,360,712,2021-10-09 06:00:00,1.60E-05,M1.6,2021-10-09 06:19:00,2021-10-09 06:38:00,2021-10-09 06:52:00,M1.6,1.60E-05,0.01527179,33,19,202110000000,16,-9,2021-10-09 07:12:05,712,360,Halo,258,2021-10-09 07:09:00,983,45,6,9,2021-10-09 10:33:00,,SWPC_CAT,2021-10-09T07:09:00-CME-001,2021-10-09 06:00:00,2021-10-10 06:00:00,,
2021-11-01 01:00:00,2021-11-01 02:00:00,,,45,0.04,82,0.3,M1.5,1,1,274,753,2021-11-01 01:00:00,1.50E-05,M1.5,2021-11-01 00:57:00,2021-11-01 01:45:00,2021-11-01 02:09:00,M1.5,1.56E-05,0.031895421,72,48,202111000000,16,45,2021-11-01 02:00:06,753,274,190,219,2021-11-01 02:00:00,657,47,-25,48,2021-11-01 07:04:00,,,2021-11-01T02:00:00-CME-001,2021-11-01 02:00:00,2021-11-02 02:00:00,,
2021-11-02 01:00:00,2021-11-02 04:00:00,,,-1,0.01,36,0.06,M1.7,1,2,360,1473,2021-11-02 01:00:00,1.70E-05,M1.7,2021-11-02 02:03:00,2021-11-02 02:51:00,,M1.6,1.67E-05,,,48,202111000000,16,-1,2021-11-02 02:48:05,1473,360,Halo,16,2021-11-02 02:48:00,1151,51,16,-5,2021-11-02 05:52:00,LE,SWPC_CAT,2021-11-02T02:48:00-CME-001,2021-11-02 04:00:00,2021-11-03 04:00:00,,
2021-12-05 07:00:00,2021-12-05 07:00:00,,,105,0.001,141,,M1.4,1,0,110,628,2021-12-05 07:00:00,1.40E-05,M1.4,2021-12-05 06:58:00,2021-12-05 07:19:00,2021-12-05 07:35:00,M1.4,1.45E-05,0.019207418,37,21,202112000000,16,105,2021-12-05 07:36:05,628,110,256,229,2021-12-05 07:36:00,612,41,-18,109,2021-12-05 12:37:00,SH,SWPC_CAT,2021-12-05T07:36:00-CME-001,2021-12-05 07:00:00,2021-12-06 07:00:00,,
2022-01-18 17:00:00,2022-01-18 17:00:00,,,54,0.0009,89,0.0005,M1.5,1,1,153,1014,2022-01-18 17:00:00,1.50E-05,M1.5,2022-01-18 17:00:00,2022-01-18 17:44:00,2022-01-18 18:16:00,M1.5,1.53E-05,0.034549676,76,44,202201000000,16,54,2022-01-18 17:48:05,1014,153,284,275,2022-01-18 18:23:00,962,47,4,53,2022-01-18 21:28:00,,SWPC_CAT,2022-01-18T18:23:00-CME-001,2022-01-18 17:00:00,2022-01-19 17:00:00,,
2022-01-29 23:00:00,2022-01-30 00:00:00,,,-6,0.0001,29,0.0005,M1.1,1,1,360,530,2022-01-29 23:00:00,1.10E-05,M1.1,2022-01-29 22:45:00,2022-01-29 23:32:00,2022-01-30 00:23:00,M1.1,1.14E-05,0.051430821,98,47,202201000000,16,-6,2022-01-29 23:36:06,530,360,Halo,49,2022-01-29 23:36:00,628,45,3,-9,2022-01-30 03:56:00,SH,SWPC_CAT,2022-01-29T23:36:00-CME-001,2022-01-30 00:00:00,2022-01-31 00:00:00,,
2022-01-31 23:00:00,2022-02-01 00:00:00,,,92,0.001,127,,,1,0,52,469,,,,,,,,,,,,,,92,2022-02-01 00:12:05,469,52,237,241,2022-02-01 00:24:00,487,27,-26,92,2022-02-01 07:41:00,LE,SWPC_CAT,2022-02-01T00:24:00-CME-001,2022-02-01 00:00:00,2022-02-02 00:00:00,,Location inferred from the CME propagation direction in the DONKI database.
2022-02-02 01:00:00,2022-02-02 07:00:00,,,99,0.0002,134,,,1,0,43,467,,,,,,,,,,,,,,99,2022-02-02 01:25:48,467,43,236,239,2022-02-02 01:25:00,488,19,-30,99,2022-02-02 08:46:00,,SWPC_CAT,2022-02-02T01:25:00-CME-001,2022-02-02 07:00:00,2022-02-03 07:00:00,,Location inferred from the CME propagation direction in the DONKI database.
2022-02-15 21:00:00,2022-02-15 23:00:00,,,-158,0.008,-124,0.004,,1,2,360,1905,,,,,,,,,,,,,,-158,2022-02-15 22:12:05,1905,360,Halo,23,2022-02-15 22:09:00,2554,51,30,-158,2022-02-15 23:31:00,SH,SWPC_CAT,2022-02-15T22:09:00-CME-001,2022-02-15 23:00:00,2022-02-16 23:00:00,,Location inferred from the CME propagation direction in the DONKI database.
2022-03-10 18:00:00,2022-03-10 21:00:00,,,12,0.006,46,0.003,C2.8,1,0,360,742,2022-03-10 18:00:00,2.80E-06,C2.8,2022-03-10 18:00:00,,,C2.8,2.80E-06,,,,,,12,2022-03-10 18:48:05,742,360,Halo,1,2022-03-10 19:23:00,677,61,16,10,2022-03-11 01:06:00,SH,SWPC_CAT,2022-03-10T19:23:00-CME-001,2022-03-10 21:00:00,2022-03-11 21:00:00,,
2022-03-14 17:00:00,2022-03-14 18:00:00,,,109,0.02,143,0.01,M1.4,1,0,225,740,2022-03-14 17:00:00,1.40E-05,M1.4,2022-03-14 17:00:00,,,M1.4,1.40E-05,,,,,,109,2022-03-14 17:36:05,740,225,209,240,2022-03-14 17:36:00,748,37,-19,102,2022-03-14 22:16:00,LE,SWPC_CAT,2022-03-14T17:36:00-CME-001,2022-03-14 18:00:00,2022-03-15 18:00:00,,Location inferred from the CME propagation direction in the DONKI database.
2022-03-19 06:00:00,2022-03-19 12:00:00,,,100,0.001,133,,,1,0,82,329,,,,,,,,,,,,,,100,2022-03-19 06:36:06,329,82,251,228,2022-03-19 06:35:00,297,37,-22,100,2022-03-19 18:20:00,LE,SWPC_CAT,2022-03-19T06:35:00-CME-001,2022-03-19 12:00:00,2022-03-20 12:00:00,,Location inferred from the CME propagation direction in the DONKI database.
2022-03-31 19:00:00,2022-03-31 20:00:00,,,47,0.02,80,0.01,M9.6,1,1,360,489,2022-03-31 19:00:00,9.60E-05,M9.6,2022-03-31 18:17:00,2022-03-31 18:35:00,2022-03-31 18:44:00,M9.6,9.67E-05,0.076225668,27,18,202203000000,16,47,2022-03-31 19:12:05,489,360,Halo,267,2022-03-31 19:09:00,576,35,-3,48,2022-04-01 00:54:00,SH,SWPC_CAT,2022-03-31T19:09:00-CME-001,2022-03-31 20:00:00,2022-04-01 20:00:00,,
2022-04-11 05:00:00,2022-04-11 05:00:00,,,-6,0.0008,26,0.002,C1.6,1,1,360,940,2022-04-11 05:00:00,1.60E-06,C1.6,2022-04-11 05:00:00,,,C1.6,1.60E-06,,,,,,-6,2022-04-11 05:48:05,940,360,Halo,74,2022-04-11 06:00:00,553,46,-6,2,2022-04-11 11:45:00,LE,SWPC_CAT,2022-04-11T06:00:00-CME-001,2022-04-11 05:00:00,2022-04-12 05:00:00,,
2022-04-20 03:00:00,2022-04-20 04:00:00,,,86,0.001,118,,X2.2,1,0,139,1001,2022-04-20 03:00:00,0.00022,X2.2,2022-04-20 03:41:00,2022-04-20 03:57:00,2022-04-20 04:03:00,X2.2,0.000224307,0.099870391,22,16,202204000000,16,86,2022-04-20 04:12:05,1001,139,262,266,2022-04-20 04:12:00,868,30,-18,101,2022-04-20 07:49:00,LE,SWPC_CAT,2022-04-20T04:12:00-CME-001,2022-04-20 04:00:00,2022-04-21 04:00:00,,
2022-04-29 07:00:00,2022-04-29 07:00:00,,,39,0.004,70,,M1.2,1,2,245,1292,2022-04-29 07:00:00,1.20E-05,M1.2,2022-04-29 07:15:00,2022-04-29 07:30:00,2022-04-29 07:41:00,M1.2,1.22E-05,0.012337734,26,15,202204000000,16,39,2022-04-29 07:36:05,1292,245,285,321,2022-04-29 07:38:00,1397,48,21,37,2022-04-29 09:53:00,SH,SWPC_CAT,2022-04-29T07:38:00-CME-001,2022-04-29 07:00:00,2022-04-30 07:00:00,,
2022-04-30 13:00:00,2022-04-30 14:00:00,,,95,0.002,126,,X1.1,1,1,187,498,2022-04-30 13:00:00,0.00011,X1.1,2022-04-30 13:38:00,2022-04-30 13:47:00,2022-04-30 13:51:00,X1.1,0.000112947,0.047049817,13,9,202204000000,16,95,2022-04-30 14:00:05,498,187,273,262,2022-04-30 14:00:00,670,37,1,103,2022-04-30 19:01:00,LE,SWPC_CAT,2022-04-30T14:00:00-CME-001,2022-04-30 14:00:00,2022-05-01 14:00:00,,
2022-05-11 18:00:00,2022-05-11 18:00:00,,,89,0.1,119,0.01,M2.7,1,1,194,1100,2022-05-11 18:00:00,2.70E-05,M2.7,2022-05-11 18:13:00,2022-05-11 18:58:00,,M2.6,2.67E-05,,,45,202205000000,16,89,2022-05-11 18:36:05,1100,194,251,241,2022-05-11 18:48:00,901,50,-3,117,2022-05-11 22:44:00,LE,SWPC_CAT,2022-05-11T18:48:00-CME-001,2022-05-11 18:00:00,2022-05-12 18:00:00,,
2022-06-13 02:00:00,2022-06-13 06:00:00,,,-45,0.003,-17,0.01,M3.4,1,1,360,1150,2022-06-13 02:00:00,3.40E-05,M3.4,2022-06-13 02:58:00,2022-06-13 04:07:00,2022-06-13 05:11:00,M3.4,3.42E-05,0.17910327,133,69,202206000000,16,-45,2022-06-13 03:12:11,1150,360,Halo,113,2022-06-13 03:12:00,1244,46,-3,-39,2022-06-13 06:21:00,LE,SWPC_CAT,2022-06-13T03:12:00-CME-001,2022-06-13 06:00:00,2022-06-14 06:00:00,,
2022-08-05 06:00:00,2022-08-05 09:00:00,,,47,0.0003,69,,C4.9,1,0,90,756,2022-08-05 06:00:00,4.90E-06,C4.9,2022-08-05 05:56:00,2022-08-05 06:07:00,2022-08-05 06:10:00,C5.5,5.54E-06,0.002047701,14,11,202208000000,16,47,2022-08-05 07:12:05,756,90,258,272,,,,,,,,,,2022-08-05 09:00:00,2022-08-06 09:00:00,,
2022-08-18 10:00:00,2022-08-18 11:00:00,,,37,0.0008,58,0.0005,M1.5,1,1,360,1327,2022-08-18 10:00:00,1.50E-05,M1.5,2022-08-18 10:00:00,2022-08-18 10:09:00,2022-08-18 10:11:00,M1.3,1.40E-05,0.003699645,11,9,202208000000,16,37,2022-08-18 11:00:05,1327,360,Halo,179,2022-08-18 11:00:00,1076,35,-30,17,2022-08-18 14:10:00,LE,SWPC_CAT,2022-08-18T11:00:00-CME-001,2022-08-18 11:00:00,2022-08-19 11:00:00,,
2022-08-26 12:00:00,2022-08-26 17:00:00,,,58,0.0005,78,,M3.6,1,1,184,737,2022-08-26 12:00:00,3.60E-05,M3.6,2022-08-26 12:00:00,,,M3.6,3.60E-05,,,,,,58,2022-08-26 13:36:20,737,184,271,261,2022-08-26 13:48:00,768,38,-16,73,2022-08-26 18:39:00,LE,SWPC_CAT,2022-08-26T13:48:00-CME-001,2022-08-26 17:00:00,2022-08-27 03:00:00,,
2022-08-28 16:00:00,2022-08-28 21:00:00,,,85,0.002,105,0.0003,M6.7,1,0,360,1232,2022-08-28 16:00:00,6.70E-05,M6.7,2022-08-28 15:48:00,2022-08-28 16:19:00,2022-08-28 16:45:00,M6.7,6.73E-05,0.144544214,57,31,202208000000,16,85,2022-08-28 16:12:05,1232,360,Halo,246,2022-08-28 16:23:00,1148,37,-8,80,2022-08-28 19:00:00,SH,SWPC_CAT,2022-08-28T16:23:00-CME-001,2022-08-28 21:00:00,2022-08-29 21:00:00,,
2022-08-30 18:00:00,2022-08-31 00:00:00,,,121,0.0004,141,,X1.0,1,0,360,1247,2022-08-30 18:00:00,0.0001,X1.0,2022-08-30 18:00:00,,,X1.0,0.0001,,,,,,121,2022-08-30 18:12:05,1247,360,Halo,270,2022-08-30 18:24:00,1378,32,1,120,2022-08-30 20:45:00,LE,SWPC_CAT,2022-08-30T18:24:00-CME-001,2022-08-31 00:00:00,2022-09-01 00:00:00,,Data gap in I(A); Location inferred from the CME propagation direction in the DONKI database. Flare is an estimate from the Solar Orbiter STIX flare list.
2022-09-05 16:00:00,2022-09-06 18:00:00,,,-174,0.02,-155,0.01,M9.0,1,0,360,2776,2022-09-05 16:00:00,9.00E-05,M9.0,2022-09-05 16:00:00,,,M9.0,9.00E-05,,,,,,-174,2022-09-05 16:36:10,2776,360,Halo,191,2022-09-05 16:36:00,1377,60,-25,177,2022-09-05 19:03:00,LE,SWPC_CAT,2022-09-05T16:36:00-CME-001,2022-09-06 18:00:00,2022-09-07 18:00:00,,Flare is an estimate from the Solar Orbiter STIX flare list.
2022-09-24 17:00:00,2022-09-24 17:00:00,,,-70,0.005,-52,0.1,C7.2,1,0,123,1063,2022-09-24 17:00:00,7.20E-06,C7.2,2022-09-24 16:59:00,2022-09-24 17:19:00,2022-09-24 17:45:00,C7.2,7.23E-06,0.015000095,46,20,202209000000,16,-70,2022-09-24 17:24:05,1063,123,83,79,2022-09-24 17:53:00,1052,32,11,-66,2022-09-24 20:29:00,LE,SWPC_CAT,2022-09-24T17:53:00-CME-001,2022-09-24 17:00:00,2022-09-25 17:00:00,,
2022-10-01 20:00:00,2022-10-01 20:00:00,,,36,0.002,53,0.0005,M5.8,1,0,69,1122,2022-10-01 20:00:00,5.80E-05,M5.8,2022-10-01 19:58:00,2022-10-01 20:10:00,2022-10-01 20:15:00,M5.8,5.87E-05,0.029892059,17,12,202210000000,16,36,2022-10-01 20:24:05,1122,69,275,307,2022-10-01 20:24:00,366,15,17,35,2022-10-02 01:15:00,LE,SWPC_CAT,2022-10-01T20:24:00-CME-001,2022-10-01 20:00:00,2022-10-02 02:00:00,,
2022-10-02 02:00:00,2022-10-02 02:00:00,,,39,0.003,56,,M8.7,1,2,153,1222,2022-10-02 02:00:00,8.70E-05,M8.7,2022-10-02 02:08:00,2022-10-02 02:21:00,2022-10-02 02:25:00,M8.7,8.77E-05,0.035886809,17,13,202210000000,16,39,2022-10-02 02:36:05,1222,153,283,300,2022-10-02 02:36:00,780,23,24,37,2022-10-02 05:23:00,LE,SWPC_CAT,2022-10-02T02:36:00-CME-001,2022-10-02 02:00:00,2022-10-02 20:00:00,,
2022-10-02 19:00:00,2022-10-02 20:00:00,,,49,0.005,66,0.005,X1.0,1,2,360,1086,2022-10-02 19:00:00,0.0001,X1.0,2022-10-02 19:53:00,2022-10-02 20:25:00,2022-10-02 20:33:00,X1.0,0.000106273,0.086335488,40,32,202210000000,16,49,2022-10-02 20:36:05,1086,360,Halo,306,2022-10-02 20:36:00,1192,29,34,49,2022-10-02 23:16:00,SH,SWPC_CAT,2022-10-02T20:36:00-CME-001,2022-10-02 20:00:00,2022-10-03 20:00:00,,
2022-10-04 13:00:00,2022-10-04 13:00:00,,,75,0.002,92,,M1.6,1,1,67,1089,2022-10-04 13:00:00,1.60E-05,M1.6,2022-10-04 12:48:00,2022-10-04 13:15:00,2022-10-04 13:50:00,M1.6,1.61E-05,0.039297044,62,27,202210000000,16,75,2022-10-04 13:25:28,1089,67,309,308,2022-10-04 13:36:00,1090,34,42,78,2022-10-04 16:52:00,SH,SWPC_CAT,2022-10-04T13:36:00-CME-001,2022-10-04 13:00:00,2022-10-05 13:00:00,,
2022-10-11 08:00:00,2022-10-11 08:00:00,,,35,0.0006,52,0.0003,M3.9,1,0,88,252,2022-10-11 08:00:00,3.90E-05,M3.9,2022-10-11 08:36:00,2022-10-11 08:42:00,2022-10-11 08:45:00,M3.9,3.98E-05,0.008957437,9,6,202210000000,16,35,2022-10-11 09:12:11,252,88,285,280,2022-10-11 09:23:00,268,44,14,38,2022-10-11 22:43:00,LE,SWPC_CAT,2022-10-11T09:23:00-CME-001,2022-10-11 08:00:00,2022-10-12 08:00:00,,
2022-10-12 14:00:00,2022-10-12 14:00:00,,,52,0.0002,69,0.0006,C8.8,1,0,114,234,2022-10-12 14:00:00,8.80E-06,C8.8,2022-10-12 14:14:00,2022-10-12 14:18:00,2022-10-12 14:21:00,C8.8,8.87E-06,0.002061151,7,4,202210000000,16,52,2022-10-12 15:05:49,234,114,275,285,2022-10-12 15:05:00,228,45,14,64,2022-10-13 06:42:00,LE,SWPC_CAT,2022-10-12T15:05:00-CME-001,2022-10-12 14:00:00,2022-10-13 14:00:00,,
2022-11-14 02:00:00,2022-11-14 03:00:00,,,35,0.0001,50,,C3.3,1,0,74,321,2022-11-14 02:00:00,3.30E-06,C3.3,2022-11-14 02:44:00,2022-11-14 02:49:00,2022-11-14 02:57:00,C3.3,3.35E-06,0.002372101,13,5,202211000000,16,35,2022-11-14 03:24:06,321,74,271,277,2022-11-14 03:24:00,488,38,-9,36,2022-11-14 10:24:00,LE,SWPC_CAT,2022-11-14T03:24:00-CME-001,2022-11-14 03:00:00,2022-11-15 03:00:00,,
2022-11-19 12:00:00,2022-11-19 15:00:00,,,50,0.0001,65,0.0001,M1.6,1,0,165,422,2022-11-19 12:00:00,1.60E-05,M1.6,2022-11-19 12:42:00,2022-11-19 12:56:00,2022-11-19 13:10:00,M1.6,1.61E-05,0.017388571,28,14,202211000000,16,50,2022-11-19 13:25:48,422,165,294,311,2022-11-19 13:53:00,331,44,24,55,2022-11-20 00:26:00,LE,SWPC_CAT,2022-11-19T13:53:00-CME-001,2022-11-19 15:00:00,2022-11-20 15:00:00,,
2022-12-19 22:00:00,2022-12-20 03:00:00,,,95,0.0008,109,0.002,C3.8,1,0,97,370,2022-12-19 22:00:00,3.80E-06,C3.8,2022-12-19 22:07:00,2022-12-19 22:27:00,2022-12-19 22:51:00,C3.8,3.90E-06,0.009231876,44,20,202212000000,16,95,2022-12-19 22:36:05,370,97,306,296,2022-12-19 23:12:00,451,24,32,87,2022-12-20 06:57:00,LE,SWPC_CAT,2022-12-19T23:12:00-CME-001,2022-12-20 03:00:00,2022-12-21 03:00:00,,
2023-01-03 06:00:00,2023-01-04 06:00:00,,,-131,0.0004,-117,0.0006,,1,1,360,1129,,,,,,,,,,,,,,-131,2023-01-03 06:36:05,1129,360,Halo,98,2023-01-03 06:36:00,1035,53,-13,-131,2023-01-03 09:51:00,LE,SWPC_CAT,2023-01-03T06:36:00-CME-001,2023-01-04 06:00:00,2023-01-05 06:00:00,,Location inferred from the CME propagation direction in the DONKI database.
2023-01-08 19:00:00,2023-01-08 20:00:00,,,-102,,-88,0.005,M1.0,1,0,106,705,2023-01-08 19:00:00,1.00E-05,M1.0,2023-01-08 18:44:00,2023-01-08 18:57:00,,C9.7,9.73E-06,,,13,202301000000,16,-102,2023-01-08 18:36:34,705,106,136,113,2023-01-08 18:48:00,522,36,-36,-102,2023-01-09 01:25:00,LE,SWPC_CAT,2023-01-08T18:48:00-CME-001,2023-01-08 20:00:00,2023-01-09 20:00:00,,Elevated intensity from previous event at Earth; Location inferred from the CME propagation direction in the DONKI database. Flare may be partially obscured by limb.
2023-01-09 21:00:00,2023-01-09 22:00:00,,,-81,0.001,-67,,C2.6,1,0,43,586,2023-01-09 21:00:00,2.60E-06,C2.6,2023-01-09 21:00:00,,,C2.6,2.60E-06,,,,,,-81,2023-01-09 21:12:12,586,43,59,74,2023-01-09 21:24:00,653,25,24,-90,2023-01-10 02:40:00,LE,SWPC_CAT,2023-01-09T21:24:00-CME-001,2023-01-09 22:00:00,2023-01-10 22:00:00,,Elevated intensity from previous event at STEREO-A; Solar Event-Earth (deg): -81?; Solar Event-A (deg): -67?; GOES X-Ray: C2.6?; CME dA (deg): 43?; CME V (km/s): 586?
2023-01-12 22:00:00,2023-01-12 23:00:00,,,122,0.06,136,0.003,,1,1,198,1075,,,,,,,,,,,,,,122,2023-01-12 22:00:05,1075,198,240,213,2023-01-12 22:12:00,766,47,-40,122,2023-01-13 02:56:00,LE,SWPC_CAT,2023-01-12T22:12:00-CME-001,2023-01-12 23:00:00,2023-01-13 23:00:00,,Location inferred from the CME propagation direction in the DONKI database.
2023-01-19 19:00:00,2023-01-19 20:00:00,,,94,0.0005,108,,,1,1,81,1073,,,,,,,,,,,,,,94,2023-01-19 19:48:05,1073,81,297,315,2023-01-19 19:48:00,1052,35,33,94,2023-01-19 23:44:00,LE,SWPC_CAT,2023-01-19T19:48:00-CME-001,2023-01-19 20:00:00,2023-01-20 20:00:00,,Location inferred from the CME propagation direction in the DONKI database.
