#Start Time,End Time,Experiment,Flux Type,Flags,User Experiment Name,User Filename,Options,BGStart,BGEnd,JSON Type,Spacecraft,IDSEP Path,Location,Species
2023-12-19 05:40:00,2023-12-24 00:00:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2023-12-24 00:00:00,2023-12-30 21:15:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2023-12-30 21:15:00,2024-01-01 22:45:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-01-01 22:45:00,2024-01-13 15:45:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-01-13 15:45:00,2024-01-16 11:15:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-01-16 11:15:00,2024-01-21 01:25:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-01-21 01:25:00,2024-01-25 17:40:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-01-25 17:40:00,2024-01-28 04:55:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-01-28 04:55:00,2024-02-05 05:25:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-02-05 05:25:00,2024-02-08 13:05:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-02-08 13:05:00,2024-02-10 20:25:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-02-10 20:25:00,2024-02-12 07:25:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-02-12 07:25:00,2024-02-14 07:20:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-02-14 07:20:00,2024-02-16 07:25:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-02-16 07:25:00,2024-02-26 02:20:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-02-26 02:20:00,2024-02-27 18:40:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-02-27 18:40:00,2024-03-09 16:55:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-03-09 16:55:00,2024-03-12 00:35:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-03-12 00:35:00,2024-03-14 05:50:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-03-14 05:50:00,2024-03-22 03:05:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-03-22 03:05:00,2024-04-03 00:00:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-04-03 00:00:00,2024-05-08 09:55:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-05-08 09:55:00,2024-05-11 01:40:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-05-11 01:40:00,2024-05-13 10:55:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-05-13 10:55:00,2024-05-20 05:55:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-05-20 05:55:00,2024-05-25 00:00:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-05-25 00:00:00,2024-06-07 02:05:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-06-07 02:05:00,2024-06-12 00:15:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-06-12 00:15:00,2024-06-17 03:25:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-06-17 03:25:00,2024-06-23 22:05:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-06-25 22:05:00,2024-07-21 23:10:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-07-21 23:10:00,2024-07-23 00:45:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-07-23 00:45:00,2024-07-24 15:40:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-07-24 15:40:00,2024-07-25 07:55:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-07-25 07:55:00,2024-07-31 22:40:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-07-31 22:40:00,2024-08-02 23:20:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-08-02 23:20:00,2024-08-04 14:35:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-08-04 14:35:00,2024-08-08 09:00:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-08-08 09:00:00,2024-08-31 20:05:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-08-31 20:05:00,2024-09-03 08:55:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-09-03 08:55:00,2024-09-09 05:55:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-09-09 05:55:00,2024-09-14 15:40:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-09-14 15:40:00,2024-09-20 09:15:00,GOES_RT,integral,IDSEPEnhancement;TwoPeaks,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-09-20 09:15:00,2024-10-06 23:20:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-10-06 23:20:00,2024-10-09 00:00:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-10-09 00:00:00,2024-10-14 07:00:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-10-14 07:00:00,2024-10-21 00:00:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-10-21 00:00:00,2024-11-05 15:35:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-11-05 15:35:00,2024-11-20 18:25:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-11-20 18:25:00,2024-11-24 05:10:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-11-24 05:10:00,2024-12-16 02:35:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
2024-12-16 02:35:00,2024-12-17 12:05:00,GOES_RT,integral,IDSEPEnhancement,,,,,,observations,primary,./CLEAR/output/idsep/GOES_RT_integral_primary/csv,earth,protons
